0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.0100777,6.735786,-21.54862,10.7284975,-5.532432,-2.2020378,-3.051727,8.64402,-0.31084582,-0.6361448,-2.9359381,-1.7065972,-1.7654226,-7.755964,3.4221115,3.5782943,2.8118167,-0.6349815,3.561399,-5.5300465,0.7484941,5.160498,8.532248,5.9606123,7.4524326,1.6511073,-0.5478873,2.1669812,3.7546773,2.5645967,0.38210633,-0.105494164,-1.54718,1.3110807,blues
-305.69858,113.04164,12.1149,45.039444,17.739239,14.59463,4.1571283,0.24009813,-7.013088,13.649845,8.923058,1.30169,5.952128,8.542283,1.1171257,0.5882188,0.060077585,-3.706519,-1.001884,-1.8044137,4.964381,4.3411965,3.4257812,1.2855433,2.8854659,2.2391791,3.4702225,6.01861,7.7585616,9.786685,8.9374895,3.7860103,-1.9251235,-0.678977,1.9554967,2.845728,-0.055123933,-0.7886829,-2.3206525,1.6252086,blues
-238.53304,120.08829,-4.2245555,42.310043,5.9163294,13.914182,5.3575773,1.9037088,-16.92988,12.33931,3.9409604,-1.3906771,0.014792014,3.5804958,-4.5049934,-5.541951,-6.8830776,-4.82639,1.7385828,-1.8840168,6.89214,5.305174,5.5378985,0.5503044,1.8520037,-0.0842416,4.2340255,4.3462486,5.9777203,6.7855787,4.524838,1.3913794,-0.050052892,-0.6147502,-2.3430247,1.8984556,-0.5744949,-1.7184715,-1.4194747,2.1560323,blues
-233.79489,120.66705,-3.1675608,39.53927,3.8588552,18.839672,-3.6889172,4.431845,-14.975374,17.571033,1.8447447,2.538607,-1.2386857,8.4393635,-0.20983846,-3.9067852,-4.478641,-0.012232258,1.293265,-2.0874293,6.7976127,0.5878199,1.6384307,-0.73331887,3.0821397,-1.9876028,3.6417997,3.6174347,3.6358373,0.6734101,5.3785543,8.267168,8.556204,5.546317,0.6470652,-2.008113,-0.78552073,3.994944,0.4930023,-0.8923272,blues
-245.7541,140.48093,-2.771439,60.42012,18.9254,9.837099,3.566577,0.5361875,-16.36736,6.6298547,7.269149,-4.015731,1.6074536,5.898682,-3.0176077,-4.7748995,-3.02707,-1.9985329,-0.05875901,-3.9718897,-0.4038911,1.97177,0.46303448,-1.8407581,2.7746994,0.6297253,1.4135932,4.837874,3.6356168,2.6676002,4.7892394,6.6611404,7.7556477,6.7842417,0.33173737,-1.8084682,0.12957829,2.4163399,2.5501368,0.10126616,blues
-252.51877,104.93698,15.316828,42.673477,6.7626176,21.623579,-1.3132769,5.691933,-16.619516,12.161627,-1.96795,1.969765,-0.88895845,7.771046,2.386952,1.7799876,1.3449864,3.6371133,4.9108076,-2.6554039,4.109193,2.1986363,2.5341146,-1.6360604,2.8631232,-3.0687807,0.2486491,0.56624717,4.8132,3.655196,3.5380259,0.75215685,1.620619,3.3448691,2.373072,3.211482,0.064400166,-1.4290284,-0.57166016,2.458086,blues
-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.4828563,-3.801668,-14.974891,10.432587,-0.35396162,0.78834546,1.7829303,4.2302113,-0.47101688,-6.1056542,-5.387077,-1.3430606,-3.7227933,-4.362499,4.546531,0.07600391,5.4491763,3.7077432,1.9497089,0.32246375,4.9483986,2.3792398,0.44488814,1.8241855,5.9099984,10.8361435,8.701071,5.563939,2.3871825,-0.41469967,-2.153804,1.4988688,-0.948813,-1.875831,blues
-230.42657,127.100525,7.1453543,39.78432,1.9449425,17.40534,-5.639429,8.25213,-18.104385,13.842513,-3.760913,2.5718598,-4.3208055,6.8123913,-6.159839,-6.2154546,-4.5115924,-1.8506043,-0.53948647,1.504397,9.011649,4.4295306,6.2149224,-1.6452411,-0.41142684,-3.0033126,1.5931019,0.17300974,4.993978,0.5518397,1.4769732,3.1152349,6.687716,6.473539,4.510718,-0.78761953,-2.2776117,-0.430576,-2.605891,-0.8331601,blues
-264.67847,138.85834,11.156023,48.538254,14.895924,20.584368,3.2051423,1.262588,-15.847021,15.986576,3.3616717,-1.513741,1.892155,6.3119216,-0.9948621,-2.4167244,-3.6847513,0.4993973,5.050747,-0.78670317,5.0169168,-0.14098956,-1.5651623,-1.0404779,3.0535064,-1.9827342,2.433931,2.3241081,0.09735639,0.20787969,1.6949698,1.7448696,1.0069999,0.61692643,1.915519,2.6901474,-0.45535567,3.329566,3.3969371,1.1337956,blues
-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.3548675,0.39087018,-13.504575,16.856106,5.130938,-2.23188,3.9640331,5.318362,0.8122657,-1.0979142,-4.539752,-2.434786,3.3134494,-0.61427945,7.0671306,3.0549424,0.5773834,0.604153,2.7848532,-1.4458077,2.0438118,5.611048,2.9372177,2.1086755,2.5322511,-0.4580253,-2.2245488,0.13010468,-0.45794514,-0.15111934,-0.3084578,5.0325847,5.30105,1.6343503,blues
-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.8855519,-1.8633765,-7.6205554,-2.4471745,-2.8867247,-9.429529,-10.923912,3.562558,4.137706,0.095543794,-2.972545,-1.378875,7.541176,-3.037463,-5.869083,-3.2556946,0.8352824,3.7315578,3.7055347,1.7564299,-0.18940379,-4.299525,0.29012418,1.4659412,3.9169052,7.1919007,4.648926,-0.20544358,-7.19397,-7.106317,-2.1542428,0.7244214,-2.2915964,-3.8595967,blues
-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461283,7.7256403,-1.247491,-0.57758844,-2.3025885,3.783147,0.084823325,-0.939436,2.2965147,4.2883782,-1.6618618,-10.444595,-6.7975335,-1.0660518,-1.5959947,-1.1833354,-1.270293,2.4868212,3.0607395,1.3598973,1.8963162,-0.60758394,-1.5944372,5.495969,8.930596,7.5232053,5.8437243,2.1523542,-3.3565187,-7.3288403,-4.6339345,-1.1170512,-0.9417034,-4.8571243,-5.742,blues
-249.2894,130.98703,0.6773898,66.68578,17.897806,4.623737,6.5983076,1.24905,1.4163893,-1.5791419,-0.9626631,-3.5719957,-2.9279811,4.596818,7.478901,-0.18313698,-2.825327,-2.6788447,0.74854696,-0.5342603,-3.013124,0.974523,1.4355257,1.5975336,2.9452617,1.3411975,-0.2570322,0.12686473,4.1778355,6.5228796,2.554592,-1.4885147,-1.5802861,-4.076856,-5.668731,-2.2920501,-0.6887122,-1.5203532,-4.788378,-1.8162625,blues
-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.0057861516,2.250966,4.2050996,-3.2933176,1.6082981,2.6657817,3.3244853,3.2600794,-4.558311,0.47801912,5.9297876,3.2283401,1.8785926,1.3648268,2.4437711,0.675558,-1.7828133,-1.4150319,-1.3478701,-1.876956,-2.5194733,-2.2802,-1.2258627,0.46437147,0.17403986,-3.2940602,-4.2287893,-2.2338998,1.0857327,0.17495993,-4.899648,-2.4929721,blues
-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024475,0.9099383,1.9782512,-6.1670074,-9.396024,-2.5628405,-4.5228944,-0.26295036,0.17933396,-1.5074475,1.4652514,-6.9718475,-8.32218,4.2389526,0.98148614,2.610902,1.552715,0.10999405,-2.701053,-2.3527684,-0.29116544,-1.4760938,-0.27165058,-0.15426059,-3.9425983,-3.095234,-4.255201,-6.734352,-5.1832952,-7.478676,-6.549862,-5.5049615,-4.553446,-3.5519173,2.6809115,blues
-248.98674,139.0672,-16.2825,57.117985,20.192654,10.188038,4.5439763,0.33127907,-7.8779507,-3.4479153,-2.646489,-2.8313823,-0.90216666,-2.4017205,2.567503,-5.855444,-12.398048,-7.310066,-0.94395065,-2.6873753,-2.9989293,-2.418284,-0.8202371,1.1893004,0.73112285,-0.5808318,-3.1812923,-2.4007108,2.0960305,4.7608237,7.2359834,5.949549,0.54922956,-4.501244,-6.735127,-3.2949831,-0.21166593,-0.7878608,-4.7489986,-4.4218802,blues
-233.75082,101.178276,17.649765,23.733782,2.0820308,25.941927,-16.958853,15.098037,-22.278717,4.3951244,-23.207405,-6.057174,-5.068858,1.0673934,-5.7853684,-8.311131,-11.389136,-6.7279487,-10.025587,-14.032895,-13.941642,-12.283794,-15.634611,-17.248882,-7.6295185,-11.211274,-7.338371,-12.709406,-6.594499,-7.4224057,-6.4947066,-3.3719451,-1.694435,-6.937933,-3.5807078,-3.7524712,-6.627271,-0.37446094,-1.0272646,-4.35388,blues
-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.1299253,-17.794416,-8.015903,-17.607277,-8.139437,-8.648127,-15.528326,-15.317339,-9.66383,-10.0986805,-17.833733,-6.5358396,-6.573338,-12.748006,-12.207887,-8.993254,-12.406386,-5.7777634,-11.53472,-6.61128,-7.0931935,-11.972395,-12.426523,-10.970476,-10.994473,-8.690118,-3.1613784,-3.4710603,-4.7182775,-0.5376947,1.4674175,blues
-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.416351,12.118737,-26.350498,-4.3674846,-26.413198,-13.045098,-12.654766,-1.8243434,-7.258695,-6.661085,-14.686605,-11.720062,-11.023767,-13.388403,-15.678537,-15.303345,-13.755701,-16.177986,-5.245714,-11.313874,-9.472084,-14.032243,-6.329536,-2.2054145,1.1504489,0.33263537,-4.742948,-4.6598496,-2.2234924,-5.0339756,-7.105323,-2.4176652,-5.593121,-9.187861,blues
-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714257,-15.63591,-6.6506157,-11.713253,-2.9383886,-7.3725805,-15.697483,-10.9741535,-10.8895445,-18.505476,-19.103352,-8.7455845,-10.344914,-15.0033865,-17.338306,-11.288122,-6.713057,-3.6895514,-5.6880546,-4.632819,-8.340749,-6.6255283,-9.481179,-9.744417,-10.595023,-8.320597,-3.0721004,0.7944929,-1.6858892,-3.361248,-3.9683251,blues
-239.03807,108.65722,34.15189,30.23917,-0.4757436,27.292637,-21.379398,14.150509,-24.510178,-1.8840464,-28.050291,-11.25665,-16.47693,-7.637185,-12.799123,-15.357241,-13.729804,-7.3977785,-10.089319,-13.291538,-8.918516,-11.164578,-14.153515,-15.473669,-8.666998,-8.834945,-1.4173043,-9.866647,-6.2561884,-8.978189,-8.761985,-8.081801,-6.126153,-7.813,-7.545515,-8.023716,-5.889155,-1.0590097,2.228018,3.7282205,blues
-217.23868,105.792366,15.617071,25.256382,-1.4402742,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695943,-14.220667,-5.1562176,-3.4732654,-6.189413,-15.326928,-6.845921,-9.82767,-13.943093,-13.6964855,-15.133722,-11.581716,-13.277816,-4.772482,-6.9542127,-5.558409,-13.965386,-11.705408,-6.395062,-5.9961724,-5.1991773,-3.7420137,-6.6131544,-2.2970734,-3.0403223,-6.7230864,-3.8079073,-0.4922295,-4.5755453,blues
-171.8102,120.280624,15.327534,21.090452,-5.419299,24.189468,-24.138222,18.551985,-22.348906,1.3031795,-20.763931,-4.9888506,-17.118929,-7.886533,-15.30893,-9.351313,-8.913868,-8.525088,-14.333636,-19.933723,-14.498195,-4.441979,-6.3487387,-13.986056,-15.103284,-18.514864,-9.775942,-7.230635,0.01811256,4.388187,-0.7263424,-7.598214,-6.394119,-6.648575,-7.5513997,-7.356231,-5.26311,-6.4793305,-6.333947,-8.993704,blues
-200.19609,116.34013,18.00621,25.313562,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015525,-17.017956,-8.120277,-11.956443,-12.609148,-14.181588,-8.206693,-15.028046,-10.327059,-10.426639,-12.870199,-11.825806,-17.595095,-9.03984,-8.078135,-0.29591224,-6.738208,-3.2581837,-4.518498,-3.5153196,-7.0800085,-2.2567236,-8.151998,-11.334637,-6.8460894,-6.478708,-0.15390785,6.323745,2.9773524,blues
-328.68088,102.71113,19.895554,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.433661,-12.373165,-8.907053,-9.2401085,-9.106373,-9.001113,-7.6363454,-7.1891537,-9.366816,-4.469685,-3.6831248,-1.0677596,-2.6156678,-11.536373,-19.0343,-13.69935,-4.615658,-0.20253591,-7.204218,-8.91061,-11.242503,-7.8016286,-2.9623344,-6.1443663,-11.278101,-11.237209,-8.962382,-8.098969,-3.8332171,7.53604,10.969466,blues
-192.69382,111.18816,21.37331,26.392143,-0.6483752,23.48088,-25.470795,16.924429,-16.979984,5.79015,-25.725246,-5.045352,-17.632244,-7.9208665,-15.150279,-12.345927,-17.235107,-7.7819333,-13.042012,-17.948872,-8.518192,-4.9490137,-11.519486,-10.183083,-8.140699,-17.347979,-5.1230803,-9.571379,1.0048898,5.3666153,3.4075255,-2.861819,-3.4002395,-6.198206,-3.8136353,-4.608588,-5.0312743,-6.7674313,-6.6408043,-10.245686,blues
-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815573,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,-12.605565,-12.253903,-14.553243,-10.10251,-5.7855344,-7.775144,-7.1861954,-6.5239363,-6.2194705,-12.392348,-16.332365,-11.469442,-12.742511,-3.485584,-6.5372853,-7.460697,-7.5735893,-8.208342,-9.292455,-4.619143,-7.6616044,-11.395263,-7.408761,-8.532782,0.101504914,6.271554,3.9082692,blues
-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032605,4.243276,-16.482641,6.545287,-5.693636,-3.6378522,-4.857603,1.8532672,-5.4875617,-4.6801963,-0.97741985,1.8332814,2.888276,0.60000896,-2.7085197,-2.9986565,-2.9550529,-4.849667,-0.7716646,-2.2603273,0.90703857,1.6708633,0.50467175,-1.886472,3.0051074,-2.1736474,-2.8563225,-5.2406197,blues
-107.18975,88.47057,-4.1777873,55.48549,-8.01038,38.416542,-6.402575,28.576523,-19.820787,13.252739,-19.239794,12.076225,-4.583088,3.789716,-16.9937,11.62496,-7.362244,-3.6578155,-7.1791234,1.9747294,-1.8481313,-0.73602057,3.151773,4.2956624,-1.195123,-3.9126298,-10.6123495,-3.9238687,-2.1862586,-0.38536826,-0.7582428,-5.4165845,-1.6356937,0.896871,1.4747782,-3.9553428,0.56952214,-1.9335734,-2.0512261,-4.999432,blues
-159.56772,69.78482,-4.3918796,76.85114,3.9159086,45.167534,-4.867353,32.200516,-9.796341,7.812512,-21.826967,9.68244,-2.591589,3.3045382,-14.970442,10.232262,-4.08953,-5.8507586,-2.4700007,6.6611314,3.7075763,-10.246476,-6.6826673,-5.441424,-2.3651266,-1.8085495,-1.6036187,-1.6623342,-6.1309886,-4.093412,2.9830174,-7.9417086,-6.101419,-2.70398,-2.3211246,-5.571871,4.6962347,-0.08067303,-3.1199281,-1.2938522,blues
-109.195,100.62705,-8.620549,47.36422,-6.559237,39.620792,-8.523994,29.564737,-16.583515,13.170685,-24.20932,6.5919027,-8.641899,4.917566,-15.442783,1.5376118,-6.739273,1.4151819,-3.9658139,3.2878773,0.018798804,-0.29304746,-1.1389226,-2.1458368,-2.7829275,-1.3716098,-6.027897,-2.628545,1.710193,-2.3864188,-0.7806999,1.530009,-1.5763321,-4.3329926,-0.49720645,-1.9428586,0.20395482,-1.9669764,-0.74610186,-1.7812794,blues
-109.53234,86.9265,-8.624988,64.4895,-6.306033,43.64582,-8.293101,28.546427,-14.08159,8.136633,-21.490425,11.086615,-5.0944667,3.9787703,-12.864777,12.342426,0.020586634,-0.73923945,-5.1304502,3.3071303,-0.53564256,-6.3173203,-2.9046478,-0.7827657,-3.9420722,-3.077276,-6.9452205,-4.2051115,-5.2387657,-0.6502013,3.2446759,-4.4435945,-2.2366748,0.32013047,-1.2109373,-5.2249985,3.1939728,-1.5856707,-3.5616028,-5.25872,blues
-163.24313,89.78489,12.977459,80.69248,3.6667745,39.74513,-5.4003787,26.49867,-13.163737,2.7070134,-20.552906,6.0071893,-2.908132,-0.43483505,-17.545372,4.1541677,-5.9900985,-7.8620358,-8.565295,1.8571713,-1.1085702,-7.0141163,-3.7923405,-6.253027,-2.5730948,-5.92257,-6.9644213,-5.9094434,-2.993216,-5.060863,3.2361162,-3.7754376,-6.7477474,-1.683576,-1.5113052,-4.2615685,0.11924035,-2.8156943,-3.2812364,-7.2795053,blues
-182.66501,90.68653,14.118146,67.55459,2.6876104,38.431614,-8.420627,24.123554,-13.787512,4.8449693,-16.676622,5.823079,-5.1492887,0.19378851,-14.486603,6.864802,-4.4448314,-2.9868777,-4.82117,5.399324,-1.1535887,-4.6451936,-4.4017105,-1.5543901,-0.09372769,-0.7109967,-3.4011948,-4.0029225,-4.2062287,-5.094525,3.0877783,-2.9002426,-2.2612064,0.24335153,-0.32337645,-1.281594,2.5227075,-0.5225191,-1.7832696,-2.6921918,blues
-149.97588,93.640755,6.336243,71.51115,-8.113178,36.21202,-9.784973,17.641598,-21.119005,-0.12590301,-22.20099,5.435663,-7.4677796,-4.3329644,-12.409766,9.624794,-5.0242405,-3.7063131,2.3359406,4.162244,2.0230525,-6.7766333,1.962239,2.0050797,-2.0746238,-0.90678734,-4.965382,-5.894858,-7.465297,-6.8621635,-0.80824673,-1.5302191,2.9448326,-3.5761952,-1.689292,-3.3722548,1.1235428,-2.218433,-4.412325,-5.3131213,blues
-106.34815,102.64147,-20.172258,59.37521,-9.9672785,33.70612,-14.182175,23.516735,-13.329083,16.02607,-18.923176,7.8317676,-7.8003836,4.0504375,-11.348732,2.0717623,-5.7422743,0.46529797,-1.9167938,-3.1317527,-7.8732615,-2.8136275,3.5248382,0.898756,1.4428486,-3.4406505,-8.376188,-4.694872,0.6156724,-0.9312794,-1.6845003,-4.908412,-1.7272428,-4.259532,0.9923708,-2.1335244,2.1186235,-2.3455462,-1.89056,-5.881536,blues
-255.97383,110.82752,21.460573,67.588135,4.2883115,43.11846,-4.508348,10.442597,-8.718592,1.6548898,-20.58779,-2.430674,-7.144061,-11.172763,-12.612459,2.7417226,-8.942421,-7.946157,-2.3538342,-0.71479535,1.5618297,-5.935918,0.4418477,-0.69376075,0.19775891,1.3144841,-3.9491735,-4.8852925,-0.6164704,-1.1753867,-1.0806522,-5.3121996,-0.5868327,-4.2083335,-6.2199435,-4.9528837,-1.270844,-2.6621895,-4.945676,-2.9655871,blues
-83.00168,107.06744,-25.32368,57.122074,0.08129873,34.708904,-11.047215,20.53328,-11.220151,14.839782,-10.229966,12.542858,-9.772626,2.560521,-6.298749,3.0084887,-8.717001,-0.32524619,-2.9847345,0.7146168,-0.727547,6.9045563,2.3230743,-1.4856551,-1.0355937,-3.9847295,2.063857,0.8937788,-0.32672924,-1.8766145,0.20335715,-3.1715484,-1.3924073,-2.574759,2.7696807,-0.9427095,-0.2990177,-6.699016,-1.9220965,-0.42812788,blues
-55.59663,114.95122,-37.06935,64.90438,-7.164943,15.254702,-16.23533,18.643576,-9.752286,21.46539,-5.6520977,12.78424,-16.537031,3.797079,-7.8952417,8.47764,-4.067899,3.2060177,-5.1801424,-1.2800463,0.47795412,3.4287102,-1.1295174,0.29387283,-0.33311954,-4.645253,1.473777,-1.7478557,-3.1398487,-1.4850339,-2.5186174,-5.9363327,1.7661172,-2.1855967,2.8691418,-3.396175,-2.2890606,-5.088358,-2.6549773,-3.7388084,blues
-225.30031,117.64152,-14.544607,64.80238,12.931657,19.029236,10.688534,9.883125,-2.382837,11.688008,1.5453439,3.0493674,-7.628483,-8.961092,-4.3512707,-0.0652848,-2.5532408,-3.436927,-3.8674521,1.3170226,3.7119277,-3.5770347,-4.84364,-1.1377118,-1.545574,-0.48190132,9.401857,3.2200637,-3.4187133,-3.1272624,-5.944332,-5.9852366,-3.3530002,-2.3643224,3.3332777,3.30348,-1.3610114,-2.8125098,-3.4637017,-3.4692407,blues
-76.75777,105.77048,-43.208836,60.950108,-8.791272,21.24678,-12.877674,18.621216,-11.3991165,14.5500555,-6.057421,12.74034,-9.374367,1.3606244,-3.6204464,7.0045776,-4.063001,-0.26885948,-3.7049413,-0.49661157,0.1664929,0.6645129,0.36703974,4.2455316,3.9661589,1.168511,6.2195764,-0.7212655,-1.3940504,0.9168149,-2.9569843,-6.225318,-0.26086935,-0.029801395,3.7006352,0.17521603,-2.3056738,-2.4158294,0.5259262,-2.4461327,blues
-58.0011,109.01412,-36.218388,64.04036,1.4301568,26.315119,-17.482681,20.431017,-9.543072,18.177134,-6.057144,13.878273,-11.2975645,4.668999,-6.410602,3.2177248,-8.079231,-1.7114851,-5.424766,-2.5814133,-2.2237363,3.1003315,0.47753558,2.4268413,0.79032934,-1.726544,1.6791247,-3.6278858,-4.763314,-3.9650054,-2.214346,-4.569273,0.38084427,-1.4792576,1.9974792,-0.818424,-0.4324218,-2.5766394,-0.74634033,-2.6627007,blues
